ImageID,Labels,Caption
8760.jpg,1,"['person', 'surfboard', 'water']"
8761.jpg,9 3 6,"['view', 'tall', 'buildings', 'clock', 'tower', 'large', 'lake']"
8762.jpg,18,"['desk', 'computer', 'printer', 'various', 'items']"
8763.jpg,5,"['large', 'passenger', 'jet', 'flying', 'tops', 'trees']"
8764.jpg,1 7,"['group', 'people', 'waiting', 'board', 'underground', 'subway']"
8765.jpg,1,"['people', 'baseball', 'field']"
8766.jpg,1,"['two', 'snow', 'skiers', 'pose', 'pictures', 'made', 'way', 'uphill']"
8767.jpg,3 10 11,"['fire', 'hydrant', 'lights', 'street']"
8768.jpg,1,"['woman', 'white', 'shirt', 'cooking', 'kitchen']"
8769.jpg,1 9,"['two', 'people', 'riding', 'jet', 'ski', 'body', 'water']"
8770.jpg,1,"['group', 'people', 'standing', 'winery', 'choosing', 'wines']"
8771.jpg,8 1 10 3,"['various', 'street', 'signs', 'street', 'people', 'walking']"
8772.jpg,8 10 3 5,"['military', 'fighter', 'plane', 'taking', 'airport']"
8773.jpg,1,"['person', 'skate', 'board', 'skateboarding', 'skateboard', 'park']"
8774.jpg,1,"['cell', 'phone', 'held', 'strange', 'contraption', 'reads', 'linda']"
8775.jpg,1 2 4 15,"['many', 'dummies', 'set', 'different', 'poses']"
8776.jpg,13,"['stop', 'sign', 'grey', 'paint', 'top']"
8777.jpg,1,"['person', 'field', 'kite']"
8778.jpg,1,"['woman', 'standing', 'front', 'mirror', 'taking', 'picture']"
8779.jpg,1 4,"['man', 'riding', 'dirt', 'bike', 'flying', 'air']"
8780.jpg,1 3 4 6 8 10,"['city', 'street', 'tall', 'buildings', 'background']"
8781.jpg,1 3,"['person', 'standing', 'kitchen', 'counter', 'painting']"
8782.jpg,1,"['group', 'people', 'standing', 'next', 'snow']"
8783.jpg,17,"['black', 'white', 'cat', 'sitting', 'window', 'looking']"
8784.jpg,8 1,"['man', 'vintage', 'truck', 'metal', 'tower']"
8785.jpg,1,"['two', 'little', 'boys', 'sitting', 'grass', 'eating', 'hot', 'dogs']"
8786.jpg,9,"['two', 'brown', 'teddy', 'bears', 'sitting', 'next', 'beach']"
8787.jpg,18,"['little', 'dog', 'laying', 'bright', 'ugly', 'couch']"
8788.jpg,1,"['surfer', 'catching', 'wave', 'board']"
8789.jpg,16,"['beach', 'area', 'seagulls', 'rocks', 'sand', 'near', 'water']"
8790.jpg,1 7,"['yellow', 'truck', 'sitting', 'parked', 'lot']"
8791.jpg,9 3,"['blue', 'car', 'scenic', 'bay', 'cloudy', 'day']"
8792.jpg,8 1 5,"['us', 'navy', 'crew', 'works', 'airplanes']"
8793.jpg,1,"['person', 'hitting', 'tennis', 'ball', 'tennis', 'racquet']"
8794.jpg,1 10 7,"['red', 'train', 'station', 'people', 'boarding']"
8795.jpg,9 1,"['sail', 'boat', 'sitting', 'lake', 'outside', 'city']"
8796.jpg,1,"['woman', 'getting', 'ready', 'serve', 'ball', 'tennis', 'competition']"
8797.jpg,1,"['group', 'tibet', 'tourists', 'luggage', 'one', 'looking', 'cell', 'phone']"
8798.jpg,1,"['baseball', 'game', 'batter', 'ready', 'swing', 'pitcher', 'throwing', 'ball']"
8799.jpg,18,"['dog', 'sitting', 'front', 'bow', 'window', 'bench', 'near', 'lamp']"
8800.jpg,1,"['skate', 'boarder', 'trick', 'ramp']"
8801.jpg,1 3,"['man', 'carrying', 'snowboard', 'across', 'dirt', 'road']"
8802.jpg,1 3,"['person', 'umbrella', 'city', 'street']"
8803.jpg,8 1 2,"['bus', 'yellow', 'bicycle', 'parked', 'next', 'windows']"
8804.jpg,1,"['man', 'standing', 'front', 'mirror']"
8805.jpg,1,"['group', 'people', 'playing', 'video', 'game']"
8806.jpg,1,"['man', 'wears', 'blue', 'shirt', 'black', 'suit']"
8807.jpg,8 10 3 4,"['structure', 'consisting', 'street', 'lights', 'made', 'look', 'like', 'tree']"
8808.jpg,1,"['man', 'black', 'snowboarding', 'snowy', 'hill']"
8809.jpg,16 15,"['lush', 'green', 'hillside', 'wooden', 'bench', 'sitting', 'next', 'bird']"
8810.jpg,7,"['train', 'train', 'track', 'sky', 'background']"
8811.jpg,1,"['herd', 'sheep', 'walking', 'around', 'man', 'next', 'hillside']"
8812.jpg,1,"['woman', 'gloves', 'talking', 'phone']"
8813.jpg,1,"['woman', 'kneeling', 'next', 'zebras']"
8814.jpg,18,"['close', 'animal', 'looks', 'like', 'dog', 'long', 'bear', 'claws']"
8815.jpg,8 11,"['old', 'army', 'truck', 'sitting', 'yellow', 'fire', 'hydrant']"
8816.jpg,1 3 8 13 14,"['upside', 'stop', 'sign', 'street', 'corner']"
8817.jpg,8 1,"['edge', 'ski', 'slope', 'many', 'people']"
8818.jpg,17,"['brown', 'cat', 'sits', 'window', 'brown', 'brick', 'building']"
8819.jpg,6,"['yellow', 'school', 'bus', 'parked', 'parking', 'lot']"
8820.jpg,3 5,"['blue', 'white', 'plane', 'flying', 'lake']"
8821.jpg,1 6,"['skateboarder', 'learning', 'complete', 'trick']"
8822.jpg,1,"['bill', 'board', 'oakland', 'baseball', 'team']"
8823.jpg,7 15,"['picture', 'open', 'air', 'zone', 'looks', 'incredible']"
8824.jpg,5,"['carrier', 'plane', 'flies', 'sky', 'amidst', 'blue', 'sky', 'background']"
8825.jpg,1,"['person', 'wearing', 'goggles', 'carrying', 'skiis']"
8826.jpg,13,"['red', 'stop', 'sign', 'sitting', 'side', 'road']"
8827.jpg,19 3,"['horse', 'car', 'city', 'street']"
8828.jpg,1 9,"['small', 'boats', 'line', 'narrow', 'shore', 'creek']"
8829.jpg,1,"['man', 'cooking', 'something', 'kitchen', 'street']"
8830.jpg,1,"['man', 'wearing', 'burgundy', 'sweater', 'holding', 'sandwich', 'wrapped', 'paper']"
8831.jpg,13,"['stop', 'sign', 'u', 'turn', 'sign']"
8832.jpg,1,"['three', 'men', 'watching', 'pitcher', 'throw', 'baseball']"
8833.jpg,1,"['young', 'boy', 'swinging', 'tennis', 'racquet', 'tennis', 'ball']"
8834.jpg,18 15,"['dog', 'sitting', 'park', 'bench']"
8835.jpg,9,"['several', 'small', 'boats', 'together', 'open', 'water']"
8836.jpg,1,"['ladies', 'red', 'standing', 'behind', 'table']"
8837.jpg,17,"['brown', 'black', 'cat', 'laying', 'bed', 'pillows']"
8838.jpg,9 2 1,"['bright', 'yellow', 'recumbent', 'bike', 'parked', 'edge', 'dock']"
8839.jpg,16,"['penguin', 'walking', 'across', 'field', 'two', 'sheep', 'grazing', 'far', 'away']"
8840.jpg,1,"['elephant', 'basketball', 'trunk', 'lifting', 'toward', 'hoop', 'people', 'sit', 'stadium', 'watch']"
8841.jpg,9,"['table', 'model', 'boats', 'display', 'front', 'plaque']"
8842.jpg,1 19,"['statue', 'horse', 'young', 'woman', 'laying', 'underneath']"
8843.jpg,1,"['man', 'riding', 'surfboard', 'next', 'another', 'man', 'ocean']"
8844.jpg,1,"['baseball', 'player', 'holding', 'bat', 'next', 'home', 'base']"
8845.jpg,1,"['fancy', 'meal', 'sits', 'plate', 'front', 'half', 'full', 'wine', 'glasses']"
8846.jpg,8 3,"['side', 'rear', 'view', 'mirror', 'looking', 'truck']"
8847.jpg,17,"['cat', 'sitting', 'next', 'boxes', 'produce', 'sitting', 'front', 'store']"
8848.jpg,1 18 3 4,"['man', 'riding', 'motorcycle', 'dog']"
8849.jpg,1,"['two', 'people', 'eating', 'food', 'front', 'store']"
8850.jpg,1,"['large', 'group', 'people', 'enjoying', 'meal', 'together']"
8851.jpg,11,"['yellow', 'fire', 'hydrant', 'sitting', 'gravel', 'road']"
8852.jpg,1,"['two', 'women', 'playing', 'wii', 'living', 'room']"
8853.jpg,1,"['young', 'boy', 'hitting', 'tee', 'ball', 'bat']"
8854.jpg,19,"['newborn', 'foal', 'nursing', 'mother', 'corral']"
8855.jpg,8 1 3,"['two', 'woman', 'showing', 'pickup', 'truck']"
8856.jpg,1,"['tennis', 'play', 'arm', 'air', 'blue', 'court']"
8857.jpg,1,"['someone', 'showing', 'blueberries', 'chocolate', 'cake']"
8858.jpg,16,"['three', 'giraffes', 'four', 'geese', 'feeding', 'enclosure']"
8859.jpg,17,"['black', 'white', 'cat', 'sitting', 'top', 'bed']"
8860.jpg,18,"['dog', 'lying', 'bed', 'looking', 'something']"
8861.jpg,1,"['person', 'light', 'blue', 'coveralls', 'snow', 'skis', 'white', 'hill']"
8862.jpg,1 3 4 6 8,"['orange', 'white', 'bus', 'driving', 'city', 'street']"
8863.jpg,1 4,"['man', 'sits', 'blue', 'chopper', 'motorcycle', 'another', 'man', 'stands', 'next', 'black', 'chopper']"
8864.jpg,1 2 3 13,"['woman', 'riding', 'beach', 'cruiser', 'street']"
8865.jpg,17 18,"['dog', 'cat', 'sit', 'together', 'ground']"
8866.jpg,1,"['hand', 'holding', 'mostly', 'eaten', 'doughnut']"
8867.jpg,1 10 3 15,"['busy', 'street', 'late', 'snowy', 'night']"
8868.jpg,1,"['two', 'people', 'smiling', 'cement', 'structure']"
8869.jpg,1 19,"['patrol', 'officers', 'riding', 'brown', 'horses', 'public']"
8870.jpg,4 6,"['motorcycle', 'parked', 'next', 'bus']"
8871.jpg,1,"['three', 'people', 'sitting', 'around', 'table', 'eating', 'drinking']"
8872.jpg,17,"['cat', 'inside', 'someone', 'purse']"
8873.jpg,1,"['white', 'toilet', 'sitting', 'next', 'restroom', 'sink']"
8874.jpg,1,"['child', 'holds', 'game', 'controller', 'wii']"
8875.jpg,1,"['woman', 'standing', 'top', 'tennis', 'court', 'holding', 'racquet']"
8876.jpg,1,"['white', 'bowl', 'sitting', 'wooden', 'table', 'filled', 'greens', 'vegetables']"
8877.jpg,1,"['female', 'tennis', 'player', 'serving', 'ball']"
8878.jpg,1 19,"['big', 'group', 'people', 'standing', 'grass']"
8879.jpg,1,"['person', 'flying', 'kite', 'grassy', 'area']"
8880.jpg,1,"['man', 'skateboard', 'standing', 'ramp']"
8881.jpg,1 15,"['young', 'child', 'holding', 'phone', 'side', 'face']"
8882.jpg,1,"['baseball', 'players', 'action', 'plate']"
8883.jpg,1,"['couple', 'playing', 'video', 'games', 'television', 'apartment']"
8884.jpg,11 1 3 6,"['many', 'people', 'walking', 'city', 'street', 'near', 'large', 'bus']"
8885.jpg,1,"['close', 'image', 'man', 'outside', 'cloudy', 'day']"
8886.jpg,1 10 3 15,"['man', 'running', 'across', 'top', 'tennis', 'court']"
8887.jpg,1 10 6,"['red', 'bus', 'riving', 'across', 'parking', 'lot']"
8888.jpg,18,"['couple', 'dogs', 'standing', 'next', 'large', 'pizza', 'covered', 'toppings']"
8889.jpg,1,"['athletes', 'field', 'presentation', 'major', 'sporting', 'event']"
8890.jpg,1,"['person', 'green', 'tennis', 'court', 'empty']"
8891.jpg,1,"['three', 'kids', 'shown', 'playing', 'skateboards', 'near', 'popular', 'tourist', 'attraction']"
8892.jpg,1,"['woman', 'playing', 'tennis', 'tennis', 'court']"
8893.jpg,1 3,"['large', 'man', 'standing', 'next', 'blue', 'metal', 'contraption', 'park']"
8894.jpg,1,"['baseball', 'player', 'holding', 'bat', 'top', 'field']"
8895.jpg,1,"['tall', 'steeple', 'tower', 'face', 'clock', 'side']"
8896.jpg,1,"['man', 'laying', 'bed', 'next', 'table', 'lamp']"
8897.jpg,1,"['three', 'people', 'sit', 'couch', 'man', 'middle', 'holds', 'frisbee']"
8898.jpg,1,"['child', 'eating', 'snack', 'living', 'room']"
8899.jpg,1,"['woman', 'short', 'shorts', 'holding', 'tennis', 'racquet']"
8900.jpg,16,"['yellow', 'bird', 'sitting', 'branch', 'green', 'tree']"
8901.jpg,1 15,"['young', 'man', 'holding', 'baseball', 'bat', 'top', 'field']"
8902.jpg,1,"['young', 'man', 'flies', 'kite', 'sandy', 'beach']"
8903.jpg,1,"['person', 'cutting', 'food', 'table']"
8904.jpg,1,"['group', 'people', 'field', 'frisbee']"
8905.jpg,1,"['boy', 'eating', 'food', 'table']"
8906.jpg,1,"['man', 'holding', 'cell', 'phone', 'bar', 'code', 'scanning', 'app', 'pulled']"
8907.jpg,1,"['group', 'men', 'eat', 'food', 'talk']"
8908.jpg,1,"['person', 'standing', 'kitchen', 'flames', 'come', 'pot']"
8909.jpg,8 1 3,"['group', 'people', 'standing', 'near', 'cart', 'suitcases']"
8910.jpg,1,"['baseball', 'player', 'holds', 'ball', 'chases', 'another', 'player']"
8911.jpg,3 7,"['train', 'carrying', 'chemical', 'tanks', 'traveling', 'rail', 'bridge']"
8912.jpg,17,"['cat', 'almost', 'way', 'inside', 'bowl', 'toilet']"
8913.jpg,7,"['train', 'engine', 'without', 'cars', 'railroad', 'tracks']"
8914.jpg,1,"['man', 'peeks', 'shoulder', 'friend']"
8915.jpg,1 3,"['two', 'young', 'men', 'leaping', 'air', 'catch', 'white', 'frisbee']"
8916.jpg,1,"['man', 'wearing', 'white', 'shirt', 'tie', 'holding', 'glass']"
8917.jpg,1 3 6 15,"['group', 'people', 'walking', 'luggage', 'tow']"
8918.jpg,1,"['man', 'woman', 'sitting', 'table', 'eating', 'pizza']"
8919.jpg,1 18 15,"['puppy', 'standing', 'green', 'park', 'bench']"
8920.jpg,8 1 3 4,"['man', 'motorcycle', 'drives', 'street']"
8921.jpg,8 1 3 4,"['cop', 'pulling', 'vehicle', 'top', 'motorcycle']"
8922.jpg,1,"['several', 'schoolchildren', 'holding', 'wii', 'remote', 'standing', 'front', 'screen']"
8923.jpg,1,"['man', 'standing', 'tennis', 'court', 'holding', 'racquet']"
8924.jpg,17,"['card', 'board', 'bus', 'cat', 'sitting']"
8925.jpg,16,"['bird', 'standing', 'sea', 'weed', 'water']"
8926.jpg,1,"['two', 'pizzas', 'two', 'separate', 'plates', 'one', 'partially', 'eaten']"
8927.jpg,1,"['man', 'flipping', 'upside', 'air']"
8928.jpg,1,"['batter', 'getting', 'ready', 'swing', 'baseball', 'game']"
8929.jpg,1,"['man', 'holding', 'tennis', 'racquet', 'top', 'tennis', 'court']"
8930.jpg,1,"['rustic', 'table', 'setting', 'oriental', 'plates', 'pizza']"
8931.jpg,1 15,"['girl', 'wears', 'baseball', 'cap', 'sunglasses', 'sits', 'next', 'water']"
8932.jpg,8 3 14,"['city', 'street', 'corner', 'looking', 'street']"
8933.jpg,1 18 15,"['group', 'people', 'sitting', 'around', 'table', 'lots', 'food']"
8934.jpg,1,"['guy', 'skateboard', 'ramp']"
8935.jpg,1,"['small', 'girl', 'brushing', 'hair', 'front', 'fan']"
8936.jpg,17,"['cat', 'sitting', 'toilet', 'bathroom']"
8937.jpg,1 10 3,"['busy', 'city', 'intersection', 'trees', 'shwon']"
8938.jpg,1,"['two', 'young', 'women', 'crouch', 'courtyard', 'looking', 'ornamental', 'grasses', 'flowers']"
8939.jpg,1 10 7,"['man', 'steps', 'train', 'station']"
8940.jpg,1 6,"['guy', 'posing', 'wall', 'tall', 'clock', 'tower']"
8941.jpg,1,"['three', 'surfers', 'sitting', 'boards', 'one', 'riding', 'small', 'wave']"
8942.jpg,1,"['woman', 'sitting', 'table', 'enjoying', 'pizza']"
8943.jpg,1 19,"['young', 'woman', 'cellphone', 'leading', 'horse', 'plaza', 'nearby', 'retail', 'stores', 'pedestrians']"
8944.jpg,1,"['group', 'people', 'fighting', 'frisbee']"
8945.jpg,1,"['man', 'sitting', 'step', 'next', 'bag']"
8946.jpg,1,"['baby', 'stands', 'near', 'toilet', 'bathroom']"
8947.jpg,1,"['man', 'staring', 'bun', 'holding', 'hand']"
8948.jpg,8 3 5,"['airplane', 'boarded', 'ready', 'take']"
8949.jpg,1,"['person', 'white', 'jacket', 'trick', 'skateboard']"
8950.jpg,1,"['white', 'building', 'people', 'clock', 'gray', 'pole']"
8951.jpg,1,"['vendor', 'stall', 'selling', 'various', 'foods', 'bananas']"
8952.jpg,8 1 3 5,"['attendants', 'walking', 'near', 'huge', 'parked', 'airplane']"
8953.jpg,16 1,"['woman', 'sitting', 'table', 'laptop']"
8954.jpg,1,"['man', 'woman', 'using', 'laptop', 'couch']"
8955.jpg,8 1 3,"['street', 'lined', 'parked', 'cars', 'person', 'standing', 'next']"
8956.jpg,1,"['group', 'people', 'skis', 'waiting', 'bus', 'stop']"
8957.jpg,1,"['young', 'boy', 'sitting', 'front', 'pizza', 'table']"
8958.jpg,8 3 11,"['white', 'van', 'parked', 'parking', 'lot', 'next', 'forest']"
8959.jpg,18 19,"['couple', 'horses', 'graze', 'dog', 'looks']"
8960.jpg,1,"['young', 'woman', 'sitting', 'knees', 'holding', 'wii', 'controller']"
8961.jpg,1 2 3,"['asian', 'street', 'scene', 'people', 'walking', 'umbrellas']"
8962.jpg,1,"['snow', 'skier', 'snow', 'trees']"
8963.jpg,9 1,"['sailboat', 'cold', 'winter', 'bay', 'ice']"
8964.jpg,1,"['person', 'gets', 'ready', 'eat', 'slices', 'pizza', 'plate']"
8965.jpg,1,"['woman', 'helmet', 'stands', 'smiling', 'near', 'skiers']"
8966.jpg,1 3 6 8 15 16,"['four', 'birds', 'sitting', 'top', 'wooden', 'bench']"
8967.jpg,8 1,"['many', 'people', 'stand', 'outside', 'salvation', 'army', 'truch']"
8968.jpg,1,"['woman', 'standing', 'tennis', 'court', 'holding', 'racket']"
8969.jpg,17,"['small', 'dog', 'curled', 'near', 'television', 'remote']"
8970.jpg,1 3,"['number', 'young', 'people', 'tennis', 'rackets']"
8971.jpg,1,"['person', 'sitting', 'holding', 'microphone', 'two', 'hands']"
8972.jpg,8 1 3,"['two', 'people', 'moving', 'crate', 'back', 'truck']"
8973.jpg,1,"['man', 'hat', 'throwing', 'frisbee', 'woman', 'field']"
8974.jpg,17,"['cat', 'standing', 'window', 'living', 'room']"
8975.jpg,10,"['street', 'sign', 'hanging', 'traffic', 'light', 'pole']"
8976.jpg,1,"['boy', 'riding', 'skateboard', 'tricks']"
8977.jpg,1,"['man', 'riding', 'boat', 'calm', 'water']"
8978.jpg,7,"['blue', 'train', 'moving', 'railway', 'line']"
8979.jpg,17,"['living', 'room', 'couch', 'table', 'chair']"
8980.jpg,18,"['small', 'dog', 'laying', 'inside', 'oven']"
8981.jpg,5,"['airplane', 'four', 'propellers', 'flying', 'sky']"
8982.jpg,9 1,"['team', 'people', 'coached', 'rowing', 'boat']"
8983.jpg,1,"['group', 'people', 'standing', 'lush', 'green', 'field', 'flying', 'kites']"
8984.jpg,13,"['red', 'stop', 'sign', 'smaller', 'sign', 'reading', 'way']"
8985.jpg,1 4,"['line', 'motorcycles', 'lined', 'front', 'owners']"
8986.jpg,1,"['oranges', 'onions', 'display', 'farmers', 'market']"
8987.jpg,9,"['navy', 'vessel', 'moored', 'front', 'woods', 'clock', 'tower']"
8988.jpg,1,"['two', 'young', 'children', 'playing', 'video', 'game', 'together']"
8989.jpg,1,"['smiling', 'man', 'carrying', 'gloves', 'wearing', 'skis', 'stands', 'beside', 'ski', 'poles', 'snowy', 'terrain']"
8990.jpg,1,"['shadow', 'person', 'knife', 'near', 'another', 'person']"
8991.jpg,1 4,"['black', 'white', 'shot', 'sailor', 'bike']"
8992.jpg,1,"['boy', 'holding', 'spoons', 'pan', 'filled', 'food']"
8993.jpg,17 1,"['two', 'guys', 'television', 'screen', 'cat', 'sitting', 'front', 'screen']"
8994.jpg,1,"['woman', 'wearing', 'bananas', 'head', 'hair']"
8995.jpg,1,"['two', 'girls', 'sitting', 'holding', 'remote', 'controls']"
8996.jpg,16 1 9,"['someone', 'holding', 'picture', 'woman', 'black', 'umbrella', 'looks', 'water']"
8997.jpg,1,"['group', 'young', 'women', 'getting', 'food', 'table']"
8998.jpg,9 1,"['group', 'red', 'shirt', 'paddling', 'boat', 'unison']"
8999.jpg,1,"['close', 'person', 'baseball', 'bat', 'hat']"
9000.jpg,1,"['young', 'man', 'serving', 'tennis', 'ball', 'opponent']"
9001.jpg,8 1 13,"['white', 'truck', 'parked', 'next', 'red', 'stop', 'sign']"
9002.jpg,1,"['children', 'using', 'controls', 'play', 'video', 'game']"
9003.jpg,1,"['couple', 'standing', 'behind', 'table', 'cake', 'bouquet']"
9004.jpg,1,"['man', 'pointer', 'front', 'class']"
9005.jpg,1,"['lawn', 'chair', 'sitting', 'white', 'sand', 'umbrella']"
9006.jpg,17,"['fluffy', 'white', 'cat', 'lays', 'wooden', 'dining', 'table']"
9007.jpg,18,"['dog', 'holding', 'frisbee', 'mouth']"
9008.jpg,1,"['man', 'sitting', 'inside', 'piece', 'luggage']"
9009.jpg,1,"['couple', 'posing', 'camera', 'old', 'photo']"
9010.jpg,1 15 7,"['train', 'traveling', 'train', 'tracks', 'next', 'crowd', 'people']"
9011.jpg,1,"['little', 'kid', 'eating', 'piece', 'pizza']"
9012.jpg,1,"['person', 'sitting', 'front', 'decoration', 'covered', 'basket']"
9013.jpg,8 1 3 4,"['group', 'people', 'standing', 'next', 'motorcycle', 'gas', 'station']"
9014.jpg,8 1 5,"['airplane', 'parked', 'airport', 'maintenance']"
9015.jpg,1,"['two', 'people', 'throwing', 'frisbee']"
9016.jpg,9,"['city', 'skyline', 'dark', 'building', 'steeple', 'clocks', 'top']"
9017.jpg,1 4 6,"['cop', 'riding', 'motorcycle', 'near', 'red', 'bus']"
9018.jpg,18,"['dog', 'goat', 'pasture']"
9019.jpg,5,"['large', 'commercial', 'airplane', 'flying', 'ocean']"
9020.jpg,1 17,"['man', 'bending', 'front', 'cake', 'lit', 'candles']"
9021.jpg,1,"['horse', 'walked', 'man', 'orange', 'outfit']"
9022.jpg,8 3 10 11,"['traffic', 'camera', 'recording', 'traffic', 'road']"
9023.jpg,3 7,"['locomotive', 'traveling', 'past', 'small', 'shack', 'next', 'forest']"
9024.jpg,1,"['person', 'cooking', 'another', 'person', 'eating']"
9025.jpg,10,"['street', 'traffic', 'lights', 'buildings', 'near']"
9026.jpg,7,"['silver', 'chain', 'fence', 'next', 'train']"
9027.jpg,1,"['table', 'cate', 'fashioned', 'look', 'like', 'desk', 'laptop']"
9028.jpg,6,"['buses', 'waiting', 'line', 'pickup']"
9029.jpg,1,"['woman', 'dumping', 'bucket', 'toilet']"
9030.jpg,1,"['man', 'throwing', 'frisbees', 'bin', 'near', 'trees']"
9031.jpg,1,"['tennis', 'match', 'spectators', 'watching', 'man', 'go', 'ball']"
9032.jpg,1 17,"['desktop', 'computer', 'keyboard', 'sitting', 'top', 'desk']"
9033.jpg,1,"['skateboarder', 'comes', 'trick', 'grind', 'rail']"
9034.jpg,1 10,"['man', 'crossing', 'street', 'crosswalk']"
9035.jpg,1,"['man', 'flying', 'air', 'riding', 'skis']"
9036.jpg,1,"['woman', 'standing', 'snow', 'near', 'polar', 'bear']"
9037.jpg,3 11 13,"['wide', 'street', 'cars', 'parked']"
9038.jpg,1,"['boy', 'plays', 'game', 'wii', 'near', 'fireplace']"
9039.jpg,1,"['young', 'woman', 'swinging', 'baseball', 'bat', 'tennis', 'ball']"
9040.jpg,1,"['umbrella', 'floating', 'sky', 'behind', 'man', 'sitting', 'chair', 'holding', 'umbrella']"
9041.jpg,1,"['man', 'woman', 'looking', 'eight', 'pizzas', 'atop', 'table']"
9042.jpg,1 3 8 10 11,"['orange', 'fire', 'hydrant', 'sitting', 'side', 'road']"
9043.jpg,19,"['several', 'horses', 'grazing', 'large', 'field']"
9044.jpg,1 3,"['table', 'top', 'bowels', 'soup']"
9045.jpg,17,"['black', 'cat', 'laying', 'wooden', 'dining', 'chair']"
9046.jpg,1,"['young', 'baseball', 'player', 'cast', 'holding', 'bat']"
9047.jpg,1,"['player', 'pink', 'uniform', 'kicking', 'soccer', 'ball', 'match', 'play']"
9048.jpg,18,"['dog', 'laying', 'bed', 'covers']"
9049.jpg,2,"['red', 'bike', 'bag', 'back']"
9050.jpg,1,"['feminine', 'shirtless', 'man', 'holding', 'bottle', 'wine', 'kitchen', 'refrigerator', 'open']"
9051.jpg,1,"['batter', 'standing', 'home', 'plate', 'ready', 'swing']"
9052.jpg,8 1 6,"['large', 'modified', 'school', 'bus', 'parked', 'front', 'man']"
9053.jpg,8,"['two', 'cows', 'standing', 'dirt', 'lot', 'behind', 'wire', 'fence']"
9054.jpg,8 1 10 3,"['street', 'light', 'sitting', 'corner', 'street']"
9055.jpg,1,"['baseball', 'player', 'swung', 'missed', 'baseball']"
9056.jpg,1,"['woman', 'flying', 'kit', 'big', 'empty', 'field']"
9057.jpg,1,"['umpire', 'standing', 'behind', 'batter', 'kneeling', 'catcher']"
9058.jpg,1,"['young', 'child', 'sitting', 'top', 'toilet', 'costume']"
9059.jpg,8 9 3 13,"['stop', 'sign', 'multiple', 'round', 'holes']"
9060.jpg,18,"['dog', 'stuffed', 'animal', 'ground']"
9061.jpg,16 17,"['grey', 'white', 'cat', 'sits', 'next', 'dead', 'bird']"
9062.jpg,1,"['kids', 'sliding', 'slippery', 'ground', 'happy']"
9063.jpg,1,"['man', 'wearing', 'tie', 'wearing', 'black', 'sunglasses']"
9064.jpg,1,"['man', 'standing', 'next', 'woman', 'farmers', 'market']"
9065.jpg,1 3,"['small', 'child', 'wearing', 'snowboarding', 'gear', 'standing', 'snow']"
9066.jpg,1,"['boy', 'blue', 'shirt', 'looks', 'large', 'cheese', 'pizza']"
9067.jpg,1,"['fruit', 'woman', 'table']"
9068.jpg,1 2 3 15,"['man', 'cell', 'phone', 'walking', 'sidewalk']"
9069.jpg,2,"['couple', 'bike', 'parked', 'front', 'doorway']"
9070.jpg,3,"['street', 'sign', 'advising', 'turn', 'left', 'shanks', 'avenue']"
9071.jpg,3 7,"['orange', 'train', 'driving', 'bend', 'curved', 'railroad', 'track']"
9072.jpg,8 1 3 4,"['person', 'standing', 'next', 'parked', 'motorcycle', 'display']"
9073.jpg,4,"['motorcyle', 'showroom', 'sign']"
9074.jpg,1,"['baseball', 'player', 'swinging', 'baseball', 'bat', 'baseball', 'game']"
9075.jpg,7,"['train', 'coming', 'tunnel', 'lights']"
9076.jpg,1 4,"['man', 'riding', 'motorcycle', 'woman', 'bitch', 'seat']"
9077.jpg,7,"['train', 'sits', 'station', 'empty', 'platform']"
9078.jpg,1,"['group', 'cows', 'walk', 'near', 'water', 'beach']"
9079.jpg,1,"['two', 'men', 'walking', 'water', 'surfboards']"
9080.jpg,1 7,"['two', 'trains', 'parked', 'next', 'two', 'separate', 'tracks']"
9081.jpg,1,"['young', 'woman', 'cutting', 'young', 'man', 'hair']"
9082.jpg,16,"['large', 'flock', 'birds', 'sitting', 'inside', 'cage']"
9083.jpg,1 3 4,"['cow', 'standing', 'street']"
9084.jpg,3 1 11,"['street', 'sign', 'labeled', 'seltzer', 'way', 'red', 'fire', 'hydrant', 'foreground', 'street', 'stretching', 'background']"
9085.jpg,17,"['cat', 'relaxing', 'computer', 'desk']"
9086.jpg,1,"['woman', 'holding', 'toothbrushes', 'store']"
9087.jpg,1,"['close', 'person', 'wearing', 'tie']"
9088.jpg,1,"['pizza', 'sitting', 'middle', 'table', 'next', 'cans', 'cola']"
9089.jpg,10 7,"['train', 'going', 'track', 'yellow', 'front', 'car']"
9090.jpg,1,"['man', 'riding', 'skateboard', 'street']"
9091.jpg,1,"['young', 'boy', 'riding', 'skateboard', 'near', 'set', 'steps']"
9092.jpg,1,"['woman', 'talks', 'cell', 'phone', 'shopping']"
9093.jpg,1 15,"['man', 'sits', 'bench', 'beach']"
9094.jpg,1,"['group', 'people', 'skis', 'lodge', 'background']"
9095.jpg,1,"['man', 'standing', 'porch', 'front', 'home', 'steps']"
9096.jpg,17,"['close', 'grey', 'kitten', 'red', 'chair']"
9097.jpg,1,"['young', 'boy', 'sitting', 'table', 'eating', 'doughnut']"
9098.jpg,14,"['two', 'meter', 'paymets', 'machines', 'street']"
9099.jpg,16,"['couple', 'owls', 'standing', 'top', 'patch', 'green', 'grass']"
